,Accident Year,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,month,day
574,2011,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",FT. MADISON,LEE,IA,40.596305,-91.411283,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.2,0.0,0.2,NO,NO,YES,0.0,30000.0,13.0,0.0,0.0,0.0,0.0,30013,8,22
575,2011,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",FORGAN,BEAVER,OK,36.9006,-100.39243,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,19.86,0.0,19.86,NO,NO,YES,0.0,28.0,1714.0,0.0,0.0,0.0,0.0,1742,8,23
576,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BRENTWOOD,CONTRA COSTA,CA,37.944408,-121.558461,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,38.0,24.0,14.0,NO,NO,YES,0.0,2000.0,4791.0,0.0,15000.0,388209.0,0.0,410000,8,23
577,2011,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DES MOINES,POLK,IA,41.55804,-93.52571,INCORRECT OPERATION,INCORRECT INSTALLATION,0.24,0.0,0.24,NO,NO,,,350.0,20.0,0.0,0.0,0.0,1000.0,1370,8,23
578,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BENICIA,SOLANO,CA,38.066978,-122.133742,CORROSION,EXTERNAL,5.0,5.0,0.0,NO,NO,NO,0.0,580000.0,0.0,0.0,0.0,0.0,0.0,580000,8,24
579,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,,MONTAGUE,TX,33.86357,-97.95564,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.5,0.0,0.5,NO,NO,YES,0.0,5.0,40.0,0.0,0.0,0.0,0.0,45,8,25
580,2011,ONSHORE,UNDERGROUND,CRUDE OIL,BYRON,CONTRA COSTA,CA,37.795178,-121.672381,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,56.0,0.0,56.0,NO,NO,YES,0.0,20000.0,5040.0,0.0,250000.0,1000000.0,0.0,1275040,8,27
581,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CHAMPAIGN,CHAMPAIGN,IL,40.111093,-88.319562,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.2,0.2,0.0,NO,NO,NO,0.0,0.0,20.0,0.0,4637.0,5527.0,0.0,10184,8,28
582,2011,ONSHORE,UNDERGROUND,CRUDE OIL,CORSICANA,NAVARRO,TX,32.06704,-96.4719,CORROSION,INTERNAL,4.0,1.0,3.0,NO,NO,NO,0.0,23938.0,251.0,0.0,1600.0,1809.0,0.0,27598,8,29
583,2011,ONSHORE,UNDERGROUND,CRUDE OIL,PRICE,RUSK,TX,32.1147,-94.9633,CORROSION,INTERNAL,2.0,0.0,2.0,NO,NO,YES,0.0,4075.0,171.0,0.0,5395.0,1263.0,0.0,10904,8,31
584,2011,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",COFFEYVILLE,MONTGOMERY,KS,37.0525,-95.61183,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,1.0,0.0,1.0,NO,NO,NO,0.0,100.0,127.0,0.0,0.0,0.0,0.0,227,8,31
585,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SIOUX FALLS,MINNEHAHA,SD,43.54571,-96.79188,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.71,0.71,0.0,NO,NO,,,0.0,0.0,0.0,125.0,100.0,0.0,225,8,31
586,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,MIDLAND,MIDLAND,TX,32.01798,-102.026495,CORROSION,INTERNAL,4.0,4.0,0.0,NO,NO,YES,,4000.0,400.0,0.0,1500.0,2000.0,0.0,7900,8,31
587,2011,ONSHORE,UNDERGROUND,CRUDE OIL,LONG BEACH,,CA,33.756403,-118.205749,CORROSION,EXTERNAL,0.48,0.48,0.0,NO,NO,YES,0.0,26000.0,0.0,0.0,0.0,0.0,0.0,26000,9,1
588,2011,ONSHORE,UNDERGROUND,CRUDE OIL,BORGER,HUTCHINSON,TX,35.684911,-101.359211,CORROSION,INTERNAL,4.7,0.6,4.1,NO,NO,,0.0,20000.0,427.0,0.0,8000.0,8000.0,0.0,36427,9,4
589,2011,ONSHORE,UNDERGROUND,CRUDE OIL,ANDREWS,ANDREWS,TX,32.303575,-102.548583,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,560.0,440.0,120.0,NO,NO,NO,0.0,15525.0,53280.0,0.0,24550.0,46675.0,0.0,140030,9,5
590,2011,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LATAN,MITCHELL,TX,32.251168,-101.305851,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",12836.0,0.0,12836.0,YES,YES,NO,0.0,400000.0,1001020.0,0.0,100000.0,0.0,0.0,1501020,9,8
591,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.590422,-74.219078,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,2.0,2.0,0.0,NO,NO,YES,,0.0,300.0,0.0,780.0,0.0,2750.0,3830,9,9
592,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,BAKERSFIELD,KERN,CA,35.43959,-118.99174,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0.19,0.05,NO,NO,NO,0.0,500.0,10.0,0.0,500.0,200.0,0.0,1210,9,10
593,2011,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MCPHERSON,MCPHERSON,KS,38.38052,-97.83095,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.17,0.0,0.17,NO,NO,,,0.0,10.0,0.0,0.0,0.0,0.0,10,9,11
594,2011,OFFSHORE,,CRUDE OIL,,,,29.26536,-88.77223,ALL OTHER CAUSES,MISCELLANEOUS,0.09,0.0,0.09,NO,NO,YES,0.0,2000000.0,10.0,0.0,0.0,0.0,0.0,2000010,9,12
595,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT AUTHUR,JEFFERSON,TX,29.878864,-93.986341,CORROSION,EXTERNAL,500.0,0.0,500.0,NO,NO,NO,0.0,147800.0,0.0,0.0,450000.0,1984300.0,0.0,2582100,9,12
596,2011,ONSHORE,UNDERGROUND,CRUDE OIL,"TEMPLE, OK",COTTON,OK,34.133131,-98.262922,ALL OTHER CAUSES,UNKNOWN,1.7,0.9,0.8,NO,NO,,0.0,2000000.0,146.0,5000.0,120000.0,1218050.0,0.0,3343196,9,13
597,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.43573,-95.121835,CORROSION,EXTERNAL,0.24,0.0,0.24,NO,NO,YES,,150000.0,4.0,0.0,0.0,0.0,0.0,150004,9,14
598,2011,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BLEIBLERVILLE,AUSTIN,TX,30.034033,-96.435533,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.35,0.0,0.35,NO,NO,YES,10.0,125664.0,4950.0,0.0,31650.0,0.0,0.0,162264,9,15
599,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.93198,-96.75406,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,2.0,2.0,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,10200.0,0.0,10200,9,19
600,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FERNDALE,WHATCOM,WA,48.81835,-122.55443,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.29,0.29,0.0,NO,NO,YES,0.0,10000.0,50.0,0.0,1900.0,7600.0,0.0,19550,9,19
601,2011,ONSHORE,UNDERGROUND,CRUDE OIL,WORLAND,WASHAKIE,WY,43.860695,-108.163483,CORROSION,INTERNAL,96.0,96.0,0.0,NO,NO,YES,0.0,50.0,1000.0,0.0,34650.0,3450.0,0.0,39150,9,20
602,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AUBURN,CAYUGA,NY,42.957763,-76.527127,CORROSION,INTERNAL,23.0,22.0,1.0,NO,NO,YES,,0.0,0.0,0.0,84345.0,75840.0,0.0,160185,9,20
603,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AUBURN,CAYUGA,NY,42.959503,-76.665351,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,595.0,271.0,324.0,NO,NO,NO,60.0,82070.0,0.0,0.0,497010.0,2818697.0,0.0,3397777,9,20
604,2011,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BARATARIA,ST. CHARLES,LA,29.70989,-90.25945,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.43,0.0,3.43,NO,NO,YES,0.0,62500.0,42.0,0.0,5000.0,0.0,0.0,67542,9,20
605,2011,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PASADENA,HARRIS,TX,29.72703,-95.1737,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,80.0,0.0,80.0,NO,NO,YES,0.0,250.0,2640.0,0.0,9700.0,0.0,0.0,12590,9,21
606,2011,ONSHORE,UNDERGROUND,CRUDE OIL,OLNEY,ARCHER,TX,33.4166975,-98.74844135,CORROSION,EXTERNAL,0.5,0.0,0.5,NO,NO,,,12500.0,80.0,0.0,0.0,15575.0,0.0,28155,9,23
607,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SHERIDAN,SHERIDAN,WY,44.665449,-106.902904,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.48,0.0,0.48,NO,NO,,0.0,2000.0,70.0,0.0,0.0,5000.0,0.0,7070,9,24
608,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,BERTHOLD,WARD,ND,48.325724,-101.752889,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,20.0,20.0,0.0,NO,NO,YES,0.0,150.0,1600.0,0.0,2500.0,225000.0,0.0,229250,9,25
609,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,SUPERIOR,DOUGLAS,WI,46.68889,-92.05972,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,15.0,15.0,0.0,NO,NO,NO,0.0,20100.0,0.0,0.0,80000.0,20000.0,0.0,120100,9,25
610,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ASTON,PA,PA,39.862222,-75.419055,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,78.0,78.0,0.0,NO,NO,NO,0.0,54591.0,0.0,0.0,150000.0,161000.0,0.0,365591,9,26
611,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SIOUX FALLS,LINCOLN,SD,43.475465,-96.726088,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2.62,2.62,0.0,NO,NO,YES,0.0,20000.0,357.0,0.0,0.0,17250.0,0.0,37607,9,28
612,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,MOKENA,WILL,IL,41.5569,-87.8886,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,10.0,10.0,0.0,NO,NO,NO,0.0,0.0,1000.0,0.0,10000.0,55000.0,0.0,66000,9,29
613,2011,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MIDKIFF,UPTON,TX,31.362222,-101.7825,CORROSION,EXTERNAL,10.0,0.0,10.0,NO,NO,YES,0.0,10000.0,2500.0,0.0,5000.0,0.0,0.0,17500,10,3
614,2011,ONSHORE,UNDERGROUND,CRUDE OIL,TORRANCE,LOS ANGELES,CA,33.84735,-118.31848,CORROSION,EXTERNAL,41.0,41.0,0.0,NO,NO,,0.0,10000.0,4100.0,0.0,5000.0,0.0,10000.0,29100,10,3
615,2011,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.590142,-74.215472,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,1.0,0.0,NO,NO,NO,,4000.0,0.0,0.0,500.0,50000.0,0.0,54500,10,4
616,2011,ONSHORE,UNDERGROUND,CRUDE OIL,SOUR LAKE,HARDIN,TX,30.14105,-94.39892,CORROSION,INTERNAL,0.5,0.0,0.5,NO,NO,NO,0.0,1684.0,36.0,0.0,1588.0,0.0,0.0,3308,10,4
617,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,TULSA,TULSA,OK,36.13715,-96.02014,CORROSION,INTERNAL,25.0,25.0,0.0,NO,NO,YES,0.0,1423.0,0.0,0.0,2989.0,7845.0,0.0,12257,10,4
618,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LAWRENCE,DOUGLAS,KS,38.98759,-95.32997,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,590.0,300.0,290.0,NO,NO,YES,,35000.0,62300.0,0.0,50000.0,520541.0,0.0,667841,10,6
619,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR ,JEFFERSON,TX,29.86809,-93.95744,ALL OTHER CAUSES,UNKNOWN,0.16,0.16,0.0,NO,NO,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,6
620,2011,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MILTONVALVE,CLOUD,KS,39.363277,-97.479365,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.48,0.0,0.48,NO,NO,NO,0.0,5000.0,0.0,0.0,1000.0,3000.0,0.0,9000,10,6
621,2011,ONSHORE,UNDERGROUND,CRUDE OIL,HOOKER,TEXAS,OK,36.8053,-101.2876,CORROSION,INTERNAL,17.0,14.0,3.0,NO,NO,NO,0.0,2500.0,80.0,0.0,2500.0,1000.0,0.0,6080,10,7
622,2011,ONSHORE,UNDERGROUND,CRUDE OIL,EDMOND,OKLAHOMA,OK,35.7042,-97.4636,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,3299.0,2309.0,990.0,NO,NO,YES,0.0,919.0,104140.0,11000.0,403295.0,66217.0,180979.0,766550,10,7
623,2011,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOPE,LAVACA,TX,29.193445,-96.984823,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,210.0,10.0,200.0,NO,NO,NO,0.0,0.0,17000.0,0.0,500.0,53030.0,0.0,70530,10,10
624,2011,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FRANKLIN PARK ,COOK,IL,41.93805,-87.89138,INCORRECT OPERATION,INCORRECT INSTALLATION,5.95,5.95,0.0,NO,NO,NO,,0.0,750.0,0.0,13000.0,0.0,0.0,13750,10,11
625,2011,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.4819,-94.8351,CORROSION,INTERNAL,1.0,0.0,1.0,NO,NO,YES,0.0,2095.0,82.0,0.0,1598.0,745.0,0.0,4520,10,12
626,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,SCHERERVILLE,LAKE,IN,41.50506,-87.4543,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,398.0,398.0,0.0,NO,NO,NO,0.0,12000.0,3500.0,0.0,102000.0,177500.0,0.0,295000,10,12
627,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,TEMPLE,BELL,TX,31.12252,-97.19946,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.0,0.12,NO,NO,NO,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10,10,13
628,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TULSA,TULSA,OK,36.13158,-96.0317,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.35,0.35,0.0,NO,NO,YES,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500,10,14
629,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,,PAYNE,OK,35.952194,-96.759486,INCORRECT OPERATION,INCORRECT VALVE POSITION,3.0,0.0,3.0,NO,NO,NO,0.0,0.0,270.0,0.0,2066.0,0.0,0.0,2336,10,14
630,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BELTON,ANDERSON,SC,34.55261,-82.48781,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.45,0.45,0.0,NO,NO,NO,,15000.0,56.0,0.0,2000.0,400.0,0.0,17456,10,14
631,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,GOLDSMITH,ECTOR,TX,31.960602,-102.617793,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,73.0,73.0,0.0,NO,NO,YES,,1500.0,2000.0,0.0,9000.0,29000.0,0.0,41500,10,15
632,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FRANKLIN PARK,COOK,IL,41.93805,-87.89138,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,0.48,0.0,NO,NO,NO,,0.0,60.0,0.0,0.0,500.0,0.0,560,10,17
633,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WYNNEWOOD,GARVIN,OK,34.63366,-97.1581,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,5.0,5.0,0.0,NO,NO,YES,0.0,20.0,235.0,0.0,500.0,4745.0,0.0,5500,10,17
634,2011,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CLAUDE,ARMSTRONG,TX,35.02529,-101.51128,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.35,0.0,0.35,NO,NO,,,17500.0,20.0,0.0,0.0,7550.0,0.0,25070,10,19
635,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LITHIA SPRINGS,DOUGLAS,GA,33.45542,-84.40389,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,23.0,23.0,0.0,NO,NO,YES,0.0,100.0,2840.0,0.0,1000.0,0.0,31500.0,35440,10,20
636,2011,ONSHORE,UNDERGROUND,CRUDE OIL,PORT NECHES,JEFFERSON,TX,29.970953,-93.938061,CORROSION,EXTERNAL,4.0,0.0,4.0,NO,NO,NO,0.0,5000.0,400.0,0.0,0.0,1000.0,0.0,6400,10,23
637,2011,ONSHORE,UNDERGROUND,CRUDE OIL,MCKITTRICK,KERN,CA,35.3275,-119.6575,CORROSION,EXTERNAL,3.0,3.0,0.0,NO,NO,YES,0.0,2500.0,150.0,0.0,2500.0,500.0,0.0,5650,10,24
638,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARMEL,HAMILTON,IN,39.9923,-86.1359,INCORRECT OPERATION,OTHER INCORRECT OPERATION,9.5,9.4,0.1,NO,NO,NO,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,20000,10,26
639,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TX,29.345464,-94.935654,ALL OTHER CAUSES,MISCELLANEOUS,6.0,3.0,3.0,NO,NO,,,1000.0,540.0,0.0,18000.0,10000.0,0.0,29540,10,27
640,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,,,OK,33.970039,-97.334269,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.23,0.0,0.23,NO,NO,,,0.0,25.0,0.0,0.0,750.0,0.0,775,10,27
641,2011,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.591656,-74.22071,CORROSION,EXTERNAL,0.25,0.2,0.05,NO,NO,NO,,2000.0,100.0,0.0,0.0,30000.0,0.0,32100,10,31
642,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,BIG SPRING,HOWARD,TX,32.26812,-101.40486,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.48,0.0,0.48,NO,NO,,,0.0,45.0,0.0,0.0,0.0,0.0,45,11,2
643,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,ODESSA,ECTOR,TX,31.89631,-102.56548,CORROSION,INTERNAL,80.0,80.0,0.0,NO,NO,NO,0.0,1500.0,1900.0,0.0,5000.0,35000.0,0.0,43400,11,7
644,2011,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DEER GROVE,WHITESIDE,IL,41.60720541,-89.7349367,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,5648.0,0.0,5648.0,NO,NO,NO,25.0,155534.0,322105.0,0.0,2000.0,0.0,0.0,479639,11,7
645,2011,ONSHORE,UNDERGROUND,CRUDE OIL,CONCORD,CONTRA COSTA,CA,37.963297,-121.948261,CORROSION,EXTERNAL,45.0,0.0,45.0,NO,NO,YES,0.0,85000.0,4410.0,0.0,1000000.0,750000.0,0.0,1839410,11,7
646,2011,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",JENNINGS,JEFFERSON DAVIS,LA,30.355333,-92.708299,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.23,0.0,0.23,NO,NO,YES,0.0,517016.0,35296.0,0.0,0.0,0.0,0.0,552312,11,8
647,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.68889,-95.41222,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,10.0,10.0,0.0,NO,NO,YES,0.0,2300.0,0.0,0.0,3000.0,2000.0,0.0,7300,11,8
648,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,WESTLAKE,CALCASIEU,LA,30.239269,-93.290375,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.95,0.85,0.1,NO,NO,,0.0,16000.0,100.0,0.0,0.0,0.0,0.0,16100,11,10
649,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.96143,-96.71889,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.47,0.47,0.0,NO,NO,,,1000.0,10.0,0.0,1000.0,0.0,0.0,2010,11,11
650,2011,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TX,33.86345,-97.953363,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.5,0.0,1.5,NO,NO,,,40.0,150.0,0.0,5000.0,0.0,0.0,5190,11,12
651,2011,ONSHORE,UNDERGROUND,CRUDE OIL,DICKINSON,STARK,ND,46.861678,-102.777616,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,200.0,120.0,80.0,NO,NO,YES,0.0,29525.0,3630.0,0.0,2835.0,4353.0,0.0,40343,11,13
652,2011,ONSHORE,UNDERGROUND,CRUDE OIL,HERMELEIGH,SCURRY,TX,32.599125,-100.76886,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",90.0,90.0,0.0,NO,NO,YES,0.0,38920.0,9000.0,0.0,1392.0,0.0,0.0,49312,11,13
653,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,CAMPBELL,WY,44.021949,-105.538019,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1958.0,53.0,1905.0,NO,NO,YES,,15830.0,282301.0,17000.0,2000.0,1555415.0,0.0,1872546,11,14
654,2011,ONSHORE,TANK,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BROWNSVILLE,CAMERON,TX,25.964238,-97.381096,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,1330.0,0.0,1330.0,NO,NO,YES,11.0,0.0,87130.0,0.0,0.0,0.0,0.0,87130,11,14
655,2011,ONSHORE,TANK,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.34578,-94.936904,ALL OTHER CAUSES,MISCELLANEOUS,2490.0,2490.0,0.0,NO,NO,YES,,385000.0,900.0,0.0,0.0,0.0,0.0,385900,11,15
656,2011,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.94085,-96.7502,CORROSION,INTERNAL,140.0,85.0,55.0,NO,NO,YES,,37731.0,5225.0,0.0,10000.0,58695.0,0.0,111651,11,16
657,2011,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CHICAGO,COOK,IL,41.659288,-87.569198,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",16.6,16.6,0.0,NO,NO,YES,0.0,313899.0,0.0,0.0,4000.0,142645.0,0.0,460544,11,17
658,2011,ONSHORE,TANK,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.68889,-95.41222,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.48,0.48,0.0,NO,NO,NO,0.0,1100.0,0.0,0.0,0.0,2000.0,0.0,3100,11,20
